name,folder,DNGavailable,JPGavailable,location,season,timeofday,ppt,imDateTime,imDateTime2,cameraSN,exposureT,Fnumber,aperture,ISO,shutter,focalLength,filtStats_1,filtStats_2,filtStats_3,meanMB_1,meanMB_2,meanMB_3,stdMB_1,stdMB_2,stdMB_3,NCE,AxisRatioNormed,EllipseAngle,EllipseArea,V1,TimeElapsed
G0022860.GPR,C:\Users\Dr John Maule\Box\Norway Data Sharing\GoPro\GOpro Data_OSLO\AUTUMN 21\016 - Evening - blue,1,1,Oslo,Autumn,evening,16,24-Nov-2021 11:32:49,29-Sep-2021 17:16:58,C3281328896650,0.00833333333333333,2.8,2.970854,1384,6.906891,3,0,652,652,0.746680498959786,0.289007437135213,2.3049898472372e-06,0.0145360057572593,0.117498102526918,7.41292058059628e-07,-0.0640382044615687,0.862902635725658,88.9466748694631,0.00530788489899923,1,2.526975
G0022861.GPR,C:\Users\Dr John Maule\Box\Norway Data Sharing\GoPro\GOpro Data_OSLO\AUTUMN 21\016 - Evening - blue,1,1,Oslo,Autumn,evening,16,24-Nov-2021 11:32:51,29-Sep-2021 17:17:28,C3281328896650,0.00833333333333333,2.8,2.970854,1332,6.906891,3,,,,,,,,,,,,,,,
G0022862.GPR,C:\Users\Dr John Maule\Box\Norway Data Sharing\GoPro\GOpro Data_OSLO\AUTUMN 21\016 - Evening - blue,1,1,Oslo,Autumn,evening,16,24-Nov-2021 11:32:47,29-Sep-2021 17:17:58,C3281328896650,0.00833333333333333,2.8,2.970854,1322,6.906891,3,,,,,,,,,,,,,,,
G0022863.GPR,C:\Users\Dr John Maule\Box\Norway Data Sharing\GoPro\GOpro Data_OSLO\AUTUMN 21\016 - Evening - blue,1,1,Oslo,Autumn,evening,16,24-Nov-2021 11:32:47,29-Sep-2021 17:18:28,C3281328896650,0.00666666666666667,2.8,2.970854,1578,7.228819,3,,,,,,,,,,,,,,,
G0022864.GPR,C:\Users\Dr John Maule\Box\Norway Data Sharing\GoPro\GOpro Data_OSLO\AUTUMN 21\016 - Evening - blue,1,1,Oslo,Autumn,evening,16,24-Nov-2021 11:33:02,29-Sep-2021 17:18:58,C3281328896650,0.00833333333333333,2.8,2.970854,1287,6.906891,3,,,,,,,,,,,,,,,
G0022865.GPR,C:\Users\Dr John Maule\Box\Norway Data Sharing\GoPro\GOpro Data_OSLO\AUTUMN 21\016 - Evening - blue,1,1,Oslo,Autumn,evening,16,24-Nov-2021 11:33:07,29-Sep-2021 17:19:28,C3281328896650,0.00833333333333333,2.8,2.970854,1286,6.906891,3,12474,108050,120524,0.748992401257996,0.282983039285445,2.1376642976981e-06,0.0191576325234132,0.214594628417871,1.73299448149851e-06,-0.0284828518578712,0.936520197717143,89.6623414769539,0.012887753308128,1,2.306704
G0022866.GPR,C:\Users\Dr John Maule\Box\Norway Data Sharing\GoPro\GOpro Data_OSLO\AUTUMN 21\016 - Evening - blue,1,1,Oslo,Autumn,evening,16,24-Nov-2021 11:33:02,29-Sep-2021 17:19:58,C3281328896650,0.00833333333333333,2.8,2.970854,1280,6.906891,3,,,,,,,,,,,,,,,
G0022867.GPR,C:\Users\Dr John Maule\Box\Norway Data Sharing\GoPro\GOpro Data_OSLO\AUTUMN 21\016 - Evening - blue,1,1,Oslo,Autumn,evening,16,24-Nov-2021 11:33:00,29-Sep-2021 17:20:28,C3281328896650,0.00833333333333333,2.8,2.970854,1276,6.906891,3,,,,,,,,,,,,,,,
G0022868.GPR,C:\Users\Dr John Maule\Box\Norway Data Sharing\GoPro\GOpro Data_OSLO\AUTUMN 21\016 - Evening - blue,1,1,Oslo,Autumn,evening,16,24-Nov-2021 11:33:18,29-Sep-2021 17:20:58,C3281328896650,0.00833333333333333,2.8,2.970854,1269,6.906891,3,,,,,,,,,,,,,,,
G0022869.GPR,C:\Users\Dr John Maule\Box\Norway Data Sharing\GoPro\GOpro Data_OSLO\AUTUMN 21\016 - Evening - blue,1,1,Oslo,Autumn,evening,16,24-Nov-2021 11:33:28,29-Sep-2021 17:21:28,C3281328896650,0.00555555555555556,2.8,2.970854,2400,7.491853,3,,,,,,,,,,,,,,,
G0022870.GPR,C:\Users\Dr John Maule\Box\Norway Data Sharing\GoPro\GOpro Data_OSLO\AUTUMN 21\016 - Evening - blue,1,1,Oslo,Autumn,evening,16,24-Nov-2021 11:33:20,29-Sep-2021 17:21:58,C3281328896650,0.00833333333333333,2.8,2.970854,1751,6.906891,3,10107,105530,115637,0.742936894286336,0.355542335250517,1.55744574873729e-06,0.0296590372094969,0.319783422520709,2.48977272189196e-06,-0.0280820477930101,0.937384897543335,89.6539057610531,0.0297341541710648,1,2.48871
G0022871.GPR,C:\Users\Dr John Maule\Box\Norway Data Sharing\GoPro\GOpro Data_OSLO\AUTUMN 21\016 - Evening - blue,1,1,Oslo,Autumn,evening,16,24-Nov-2021 11:33:12,29-Sep-2021 17:22:28,C3281328896650,0.00256410256410256,2.8,2.970854,493,8.60733,3,,,,,,,,,,,,,,,
G0022872.GPR,C:\Users\Dr John Maule\Box\Norway Data Sharing\GoPro\GOpro Data_OSLO\AUTUMN 21\016 - Evening - blue,1,1,Oslo,Autumn,evening,16,24-Nov-2021 11:33:30,29-Sep-2021 17:22:58,C3281328896650,0.00294117647058824,2.8,2.970854,458,8.409391,3,,,,,,,,,,,,,,,
G0022873.GPR,C:\Users\Dr John Maule\Box\Norway Data Sharing\GoPro\GOpro Data_OSLO\AUTUMN 21\016 - Evening - blue,1,1,Oslo,Autumn,evening,16,24-Nov-2021 11:33:48,29-Sep-2021 17:23:28,C3281328896650,0.0032258064516129,2.8,2.970854,414,8.276124,3,,,,,,,,,,,,,,,
G0022874.GPR,C:\Users\Dr John Maule\Box\Norway Data Sharing\GoPro\GOpro Data_OSLO\AUTUMN 21\016 - Evening - blue,1,1,Oslo,Autumn,evening,16,24-Nov-2021 11:33:35,29-Sep-2021 17:23:58,C3281328896650,0.00125,2.8,2.970854,729,9.643856,3,,,,,,,,,,,,,,,
G0022875.GPR,C:\Users\Dr John Maule\Box\Norway Data Sharing\GoPro\GOpro Data_OSLO\AUTUMN 21\016 - Evening - blue,1,1,Oslo,Autumn,evening,16,24-Nov-2021 11:33:26,29-Sep-2021 17:24:28,C3281328896650,0.00117647058823529,2.8,2.970854,746,9.731319,3,30292,21370,51662,0.698897956707778,0.99851094024004,2.91945933811124e-06,0.0202343076125453,0.35845301561704,3.70896796001029e-06,0.107135676386699,1.27978105353648,90.7843670683471,0.022109949801583,1,2.564072
G0022876.GPR,C:\Users\Dr John Maule\Box\Norway Data Sharing\GoPro\GOpro Data_OSLO\AUTUMN 21\016 - Evening - blue,1,1,Oslo,Autumn,evening,16,24-Nov-2021 11:33:43,29-Sep-2021 17:24:58,C3281328896650,0.00125,2.8,2.970854,689,9.643856,3,,,,,,,,,,,,,,,
G0022877.GPR,C:\Users\Dr John Maule\Box\Norway Data Sharing\GoPro\GOpro Data_OSLO\AUTUMN 21\016 - Evening - blue,1,1,Oslo,Autumn,evening,16,24-Nov-2021 11:34:03,29-Sep-2021 17:25:28,C3281328896650,0.00163934426229508,2.8,2.970854,820,9.252665,3,,,,,,,,,,,,,,,
G0022878.GPR,C:\Users\Dr John Maule\Box\Norway Data Sharing\GoPro\GOpro Data_OSLO\AUTUMN 21\016 - Evening - blue,1,1,Oslo,Autumn,evening,16,24-Nov-2021 11:33:48,29-Sep-2021 17:25:58,C3281328896650,0.00416666666666667,2.8,2.970854,890,7.906891,3,,,,,,,,,,,,,,,
G0022879.GPR,C:\Users\Dr John Maule\Box\Norway Data Sharing\GoPro\GOpro Data_OSLO\AUTUMN 21\016 - Evening - blue,1,1,Oslo,Autumn,evening,16,24-Nov-2021 11:33:44,29-Sep-2021 17:26:28,C3281328896650,0.00833333333333333,2.8,2.970854,1266,6.906891,3,,,,,,,,,,,,,,,
G0022880.GPR,C:\Users\Dr John Maule\Box\Norway Data Sharing\GoPro\GOpro Data_OSLO\AUTUMN 21\016 - Evening - blue,1,1,Oslo,Autumn,evening,16,24-Nov-2021 11:33:58,29-Sep-2021 17:26:58,C3281328896650,0.00833333333333333,2.8,2.970854,1268,6.906891,3,13017,286648,299665,0.726395705205863,0.612220332143919,1.66778417896782e-06,0.0369006285987412,0.487302122478576,2.28928835946535e-06,0.0938534860937047,1.24123349350507,90.9282855826257,0.0551974190997033,1,2.47407
G0022881.GPR,C:\Users\Dr John Maule\Box\Norway Data Sharing\GoPro\GOpro Data_OSLO\AUTUMN 21\016 - Evening - blue,1,1,Oslo,Autumn,evening,16,24-Nov-2021 11:34:18,29-Sep-2021 17:27:28,C3281328896650,0.00833333333333333,2.8,2.970854,1320,6.906891,3,,,,,,,,,,,,,,,
G0022882.GPR,C:\Users\Dr John Maule\Box\Norway Data Sharing\GoPro\GOpro Data_OSLO\AUTUMN 21\016 - Evening - blue,1,1,Oslo,Autumn,evening,16,24-Nov-2021 11:34:05,29-Sep-2021 17:27:58,C3281328896650,0.00833333333333333,2.8,2.970854,1351,6.906891,3,,,,,,,,,,,,,,,
G0022883.GPR,C:\Users\Dr John Maule\Box\Norway Data Sharing\GoPro\GOpro Data_OSLO\AUTUMN 21\016 - Evening - blue,1,1,Oslo,Autumn,evening,16,24-Nov-2021 11:34:02,29-Sep-2021 17:28:28,C3281328896650,0.005,2.8,2.970854,1825,7.643856,3,,,,,,,,,,,,,,,
G0022884.GPR,C:\Users\Dr John Maule\Box\Norway Data Sharing\GoPro\GOpro Data_OSLO\AUTUMN 21\016 - Evening - blue,1,1,Oslo,Autumn,evening,16,24-Nov-2021 11:34:11,29-Sep-2021 17:28:58,C3281328896650,0.00833333333333333,2.8,2.970854,1262,6.906891,3,,,,,,,,,,,,,,,
G0022885.GPR,C:\Users\Dr John Maule\Box\Norway Data Sharing\GoPro\GOpro Data_OSLO\AUTUMN 21\016 - Evening - blue,1,1,Oslo,Autumn,evening,16,24-Nov-2021 11:34:31,29-Sep-2021 17:29:28,C3281328896650,0.00833333333333333,2.8,2.970854,1317,6.906891,3,12037,351089,363126,0.71688888722822,0.754509141019804,1.64157709623075e-06,0.03488687981585,0.541005931508549,2.55123334465702e-06,0.0213281969716376,1.05033586915648,90.1820570427986,0.0592230166195835,1,2.665034
G0022886.GPR,C:\Users\Dr John Maule\Box\Norway Data Sharing\GoPro\GOpro Data_OSLO\AUTUMN 21\016 - Evening - blue,1,1,Oslo,Autumn,evening,16,24-Nov-2021 11:34:23,29-Sep-2021 17:29:58,C3281328896650,0.00833333333333333,2.8,2.970854,1490,6.906891,3,,,,,,,,,,,,,,,
G0022887.GPR,C:\Users\Dr John Maule\Box\Norway Data Sharing\GoPro\GOpro Data_OSLO\AUTUMN 21\016 - Evening - blue,1,1,Oslo,Autumn,evening,16,24-Nov-2021 11:34:19,29-Sep-2021 17:30:28,C3281328896650,0.00833333333333333,2.8,2.970854,1629,6.906891,3,,,,,,,,,,,,,,,
G0022888.GPR,C:\Users\Dr John Maule\Box\Norway Data Sharing\GoPro\GOpro Data_OSLO\AUTUMN 21\016 - Evening - blue,1,1,Oslo,Autumn,evening,16,24-Nov-2021 11:34:29,29-Sep-2021 17:30:58,C3281328896650,0.00833333333333333,2.8,2.970854,1776,6.906891,3,,,,,,,,,,,,,,,
G0022889.GPR,C:\Users\Dr John Maule\Box\Norway Data Sharing\GoPro\GOpro Data_OSLO\AUTUMN 21\016 - Evening - blue,1,1,Oslo,Autumn,evening,16,24-Nov-2021 11:34:50,29-Sep-2021 17:31:28,C3281328896650,0.00833333333333333,2.8,2.970854,1871,6.906891,3,,,,,,,,,,,,,,,
G0022890.GPR,C:\Users\Dr John Maule\Box\Norway Data Sharing\GoPro\GOpro Data_OSLO\AUTUMN 21\016 - Evening - blue,1,1,Oslo,Autumn,evening,16,24-Nov-2021 11:34:39,29-Sep-2021 17:31:58,C3281328896650,0.00833333333333333,2.8,2.970854,1997,6.906891,3,16282,492098,508380,0.719901283208602,0.755232651880892,1.43216929584915e-06,0.0404606979779929,0.633522407339456,2.25485388424477e-06,0.0341937535682399,1.0819165234746,90.2886826912485,0.0802787323062811,1,2.418385
G0022891.GPR,C:\Users\Dr John Maule\Box\Norway Data Sharing\GoPro\GOpro Data_OSLO\AUTUMN 21\016 - Evening - blue,1,1,Oslo,Autumn,evening,16,24-Nov-2021 11:34:36,29-Sep-2021 17:32:28,C3281328896650,0.00833333333333333,2.8,2.970854,2089,6.906891,3,,,,,,,,,,,,,,,
G0022892.GPR,C:\Users\Dr John Maule\Box\Norway Data Sharing\GoPro\GOpro Data_OSLO\AUTUMN 21\016 - Evening - blue,1,1,Oslo,Autumn,evening,16,24-Nov-2021 11:34:52,29-Sep-2021 17:32:58,C3281328896650,0.00833333333333333,2.8,2.970854,2159,6.906891,3,,,,,,,,,,,,,,,
G0022893.GPR,C:\Users\Dr John Maule\Box\Norway Data Sharing\GoPro\GOpro Data_OSLO\AUTUMN 21\016 - Evening - blue,1,1,Oslo,Autumn,evening,16,24-Nov-2021 11:35:10,29-Sep-2021 17:33:28,C3281328896650,0.00833333333333333,2.8,2.970854,2204,6.906891,3,,,,,,,,,,,,,,,
G0022894.GPR,C:\Users\Dr John Maule\Box\Norway Data Sharing\GoPro\GOpro Data_OSLO\AUTUMN 21\016 - Evening - blue,1,1,Oslo,Autumn,evening,16,24-Nov-2021 11:35:04,29-Sep-2021 17:33:58,C3281328896650,0.00833333333333333,2.8,2.970854,2259,6.906891,3,,,,,,,,,,,,,,,
G0022895.GPR,C:\Users\Dr John Maule\Box\Norway Data Sharing\GoPro\GOpro Data_OSLO\AUTUMN 21\016 - Evening - blue,1,1,Oslo,Autumn,evening,16,24-Nov-2021 11:35:00,29-Sep-2021 17:34:28,C3281328896650,0.00833333333333333,2.8,2.970854,2315,6.906891,3,22776,431104,453880,0.721497522569772,0.844022303952625,1.48838098595785e-06,0.0426815581066248,0.72002812662614,2.51828368350903e-06,0.0298037654306146,1.07103525204179,90.2335276714694,0.0963202827948156,1,2.334963
G0022896.GPR,C:\Users\Dr John Maule\Box\Norway Data Sharing\GoPro\GOpro Data_OSLO\AUTUMN 21\016 - Evening - blue,1,1,Oslo,Autumn,evening,16,24-Nov-2021 11:35:18,29-Sep-2021 17:34:58,C3281328896650,0.00833333333333333,2.8,2.970854,2370,6.906891,3,,,,,,,,,,,,,,,
G0022897.GPR,C:\Users\Dr John Maule\Box\Norway Data Sharing\GoPro\GOpro Data_OSLO\AUTUMN 21\016 - Evening - blue,1,1,Oslo,Autumn,evening,16,24-Nov-2021 11:35:36,29-Sep-2021 17:35:28,C3281328896650,0.00833333333333333,2.8,2.970854,2385,6.906891,3,,,,,,,,,,,,,,,
G0022898.GPR,C:\Users\Dr John Maule\Box\Norway Data Sharing\GoPro\GOpro Data_OSLO\AUTUMN 21\016 - Evening - blue,1,1,Oslo,Autumn,evening,16,24-Nov-2021 11:35:20,29-Sep-2021 17:35:58,C3281328896650,0.00833333333333333,2.8,2.970854,2396,6.906891,3,,,,,,,,,,,,,,,
G0022899.GPR,C:\Users\Dr John Maule\Box\Norway Data Sharing\GoPro\GOpro Data_OSLO\AUTUMN 21\016 - Evening - blue,1,1,Oslo,Autumn,evening,16,24-Nov-2021 11:35:17,29-Sep-2021 17:36:28,C3281328896650,0.00833333333333333,2.8,2.970854,2415,6.906891,3,,,,,,,,,,,,,,,
G0022900.GPR,C:\Users\Dr John Maule\Box\Norway Data Sharing\GoPro\GOpro Data_OSLO\AUTUMN 21\016 - Evening - blue,1,1,Oslo,Autumn,evening,16,24-Nov-2021 11:35:42,29-Sep-2021 17:36:58,C3281328896650,0.00833333333333333,2.8,2.970854,2756,6.906891,3,9876,430753,440629,0.747967218056511,0.494680403457035,1.25346347957114e-06,0.0445657727951595,0.61173871200268,2.15638972149145e-06,0.0212751405056175,1.05020756058291,90.205401038647,0.0855453437500897,1,2.492564
G0022901.GPR,C:\Users\Dr John Maule\Box\Norway Data Sharing\GoPro\GOpro Data_OSLO\AUTUMN 21\016 - Evening - blue,1,1,Oslo,Autumn,evening,16,24-Nov-2021 11:36:00,29-Sep-2021 17:37:28,C3281328896650,0.00833333333333333,2.8,2.970854,1671,6.906891,3,,,,,,,,,,,,,,,
G0022902.GPR,C:\Users\Dr John Maule\Box\Norway Data Sharing\GoPro\GOpro Data_OSLO\AUTUMN 21\016 - Evening - blue,1,1,Oslo,Autumn,evening,16,24-Nov-2021 11:35:38,29-Sep-2021 17:37:58,C3281328896650,0.00833333333333333,2.8,2.970854,1712,6.906891,3,,,,,,,,,,,,,,,
G0022903.GPR,C:\Users\Dr John Maule\Box\Norway Data Sharing\GoPro\GOpro Data_OSLO\AUTUMN 21\016 - Evening - blue,1,1,Oslo,Autumn,evening,16,24-Nov-2021 11:35:29,29-Sep-2021 17:38:28,C3281328896650,0.00833333333333333,2.8,2.970854,1734,6.906891,3,,,,,,,,,,,,,,,
G0022904.GPR,C:\Users\Dr John Maule\Box\Norway Data Sharing\GoPro\GOpro Data_OSLO\AUTUMN 21\016 - Evening - blue,1,1,Oslo,Autumn,evening,16,24-Nov-2021 11:36:06,29-Sep-2021 17:38:58,C3281328896650,0.00833333333333333,2.8,2.970854,1761,6.906891,3,,,,,,,,,,,,,,,
G0022905.GPR,C:\Users\Dr John Maule\Box\Norway Data Sharing\GoPro\GOpro Data_OSLO\AUTUMN 21\016 - Evening - blue,1,1,Oslo,Autumn,evening,16,24-Nov-2021 11:36:26,29-Sep-2021 17:39:28,C3281328896650,0.00833333333333333,2.8,2.970854,1778,6.906891,3,24867,353600,378467,0.71778782204943,0.808425425065886,1.71441558618587e-06,0.0394992760612582,0.624410476560583,2.72139752245408e-06,0.0392373064384372,1.09455428735723,90.3278683242031,0.0771683305518848,1,2.504474
G0022906.GPR,C:\Users\Dr John Maule\Box\Norway Data Sharing\GoPro\GOpro Data_OSLO\AUTUMN 21\016 - Evening - blue,1,1,Oslo,Autumn,evening,16,24-Nov-2021 11:35:57,29-Sep-2021 17:39:58,C3281328896650,0.00833333333333333,2.8,2.970854,1802,6.906891,3,,,,,,,,,,,,,,,
G0022907.GPR,C:\Users\Dr John Maule\Box\Norway Data Sharing\GoPro\GOpro Data_OSLO\AUTUMN 21\016 - Evening - blue,1,1,Oslo,Autumn,evening,16,24-Nov-2021 11:35:48,29-Sep-2021 17:40:28,C3281328896650,0.00833333333333333,2.8,2.970854,1839,6.906891,3,,,,,,,,,,,,,,,
G0022908.GPR,C:\Users\Dr John Maule\Box\Norway Data Sharing\GoPro\GOpro Data_OSLO\AUTUMN 21\016 - Evening - blue,1,1,Oslo,Autumn,evening,16,24-Nov-2021 11:36:22,29-Sep-2021 17:40:58,C3281328896650,0.00833333333333333,2.8,2.970854,1878,6.906891,3,,,,,,,,,,,,,,,
G0022909.GPR,C:\Users\Dr John Maule\Box\Norway Data Sharing\GoPro\GOpro Data_OSLO\AUTUMN 21\016 - Evening - blue,1,1,Oslo,Autumn,evening,16,24-Nov-2021 11:36:40,29-Sep-2021 17:41:28,C3281328896650,0.00833333333333333,2.8,2.970854,1918,6.906891,3,,,,,,,,,,,,,,,
G0022910.GPR,C:\Users\Dr John Maule\Box\Norway Data Sharing\GoPro\GOpro Data_OSLO\AUTUMN 21\016 - Evening - blue,1,1,Oslo,Autumn,evening,16,24-Nov-2021 11:36:09,29-Sep-2021 17:41:58,C3281328896650,0.00833333333333333,2.8,2.970854,1954,6.906891,3,23063,431147,454210,0.718137164730413,0.819906190311816,1.62493505002158e-06,0.0408842648420426,0.658726956034286,2.55783681914674e-06,0.0438500943014164,1.10624187586792,90.3592036283012,0.0841785637985602,1,2.433376
G0022911.GPR,C:\Users\Dr John Maule\Box\Norway Data Sharing\GoPro\GOpro Data_OSLO\AUTUMN 21\016 - Evening - blue,1,1,Oslo,Autumn,evening,16,24-Nov-2021 11:36:13,29-Sep-2021 17:42:28,C3281328896650,0.00833333333333333,2.8,2.970854,1991,6.906891,3,,,,,,,,,,,,,,,
G0022912.GPR,C:\Users\Dr John Maule\Box\Norway Data Sharing\GoPro\GOpro Data_OSLO\AUTUMN 21\016 - Evening - blue,1,1,Oslo,Autumn,evening,16,24-Nov-2021 11:36:40,29-Sep-2021 17:42:58,C3281328896650,0.00833333333333333,2.8,2.970854,2026,6.906891,3,,,,,,,,,,,,,,,
G0022913.GPR,C:\Users\Dr John Maule\Box\Norway Data Sharing\GoPro\GOpro Data_OSLO\AUTUMN 21\016 - Evening - blue,1,1,Oslo,Autumn,evening,16,24-Nov-2021 11:36:57,29-Sep-2021 17:43:28,C3281328896650,0.00833333333333333,2.8,2.970854,2062,6.906891,3,,,,,,,,,,,,,,,
G0022914.GPR,C:\Users\Dr John Maule\Box\Norway Data Sharing\GoPro\GOpro Data_OSLO\AUTUMN 21\016 - Evening - blue,1,1,Oslo,Autumn,evening,16,24-Nov-2021 11:36:27,29-Sep-2021 17:43:58,C3281328896650,0.00833333333333333,2.8,2.970854,2090,6.906891,3,,,,,,,,,,,,,,,
G0022915.GPR,C:\Users\Dr John Maule\Box\Norway Data Sharing\GoPro\GOpro Data_OSLO\AUTUMN 21\016 - Evening - blue,1,1,Oslo,Autumn,evening,16,24-Nov-2021 11:36:31,29-Sep-2021 17:44:28,C3281328896650,0.00833333333333333,2.8,2.970854,2108,6.906891,3,24285,365932,390217,0.715904364491896,0.831046690560587,1.64301809603814e-06,0.0403521550694855,0.651087859371733,2.50485900814959e-06,0.0554825747255675,1.1362727058816,90.4529012486199,0.0818694287393417,1,2.95141
G0022916.GPR,C:\Users\Dr John Maule\Box\Norway Data Sharing\GoPro\GOpro Data_OSLO\AUTUMN 21\016 - Evening - blue,1,1,Oslo,Autumn,evening,16,24-Nov-2021 11:37:01,29-Sep-2021 17:44:58,C3281328896650,0.00833333333333333,2.8,2.970854,2126,6.906891,3,,,,,,,,,,,,,,,
G0022917.GPR,C:\Users\Dr John Maule\Box\Norway Data Sharing\GoPro\GOpro Data_OSLO\AUTUMN 21\016 - Evening - blue,1,1,Oslo,Autumn,evening,16,24-Nov-2021 11:37:15,29-Sep-2021 17:45:28,C3281328896650,0.00833333333333333,2.8,2.970854,2140,6.906891,3,,,,,,,,,,,,,,,
G0022918.GPR,C:\Users\Dr John Maule\Box\Norway Data Sharing\GoPro\GOpro Data_OSLO\AUTUMN 21\016 - Evening - blue,1,1,Oslo,Autumn,evening,16,24-Nov-2021 11:36:29,29-Sep-2021 17:45:58,C3281328896650,0.00833333333333333,2.8,2.970854,2152,6.906891,3,,,,,,,,,,,,,,,
G0022919.GPR,C:\Users\Dr John Maule\Box\Norway Data Sharing\GoPro\GOpro Data_OSLO\AUTUMN 21\016 - Evening - blue,1,1,Oslo,Autumn,evening,16,24-Nov-2021 11:36:32,29-Sep-2021 17:46:28,C3281328896650,0.00833333333333333,2.8,2.970854,2163,6.906891,3,,,,,,,,,,,,,,,
G0022920.GPR,C:\Users\Dr John Maule\Box\Norway Data Sharing\GoPro\GOpro Data_OSLO\AUTUMN 21\016 - Evening - blue,1,1,Oslo,Autumn,evening,16,24-Nov-2021 11:37:20,29-Sep-2021 17:46:58,C3281328896650,0.00833333333333333,2.8,2.970854,2175,6.906891,3,26911,354328,381239,0.716250931806436,0.833990344596199,1.69731742209125e-06,0.0410901184096206,0.663973947043298,2.63544334545094e-06,0.0588905227380247,1.14522421612086,90.4796731828534,0.084929328540796,1,2.454692
G0022921.GPR,C:\Users\Dr John Maule\Box\Norway Data Sharing\GoPro\GOpro Data_OSLO\AUTUMN 21\016 - Evening - blue,1,1,Oslo,Autumn,evening,16,24-Nov-2021 11:37:38,29-Sep-2021 17:47:28,C3281328896650,0.00833333333333333,2.8,2.970854,2186,6.906891,3,,,,,,,,,,,,,,,
G0022922.GPR,C:\Users\Dr John Maule\Box\Norway Data Sharing\GoPro\GOpro Data_OSLO\AUTUMN 21\016 - Evening - blue,1,1,Oslo,Autumn,evening,16,24-Nov-2021 11:36:30,29-Sep-2021 17:47:58,C3281328896650,0.00833333333333333,2.8,2.970854,2127,6.906891,3,,,,,,,,,,,,,,,
G0022923.GPR,C:\Users\Dr John Maule\Box\Norway Data Sharing\GoPro\GOpro Data_OSLO\AUTUMN 21\016 - Evening - blue,1,1,Oslo,Autumn,evening,16,24-Nov-2021 11:36:34,29-Sep-2021 17:48:28,C3281328896650,0.00833333333333333,2.8,2.970854,2149,6.906891,3,,,,,,,,,,,,,,,
G0022924.GPR,C:\Users\Dr John Maule\Box\Norway Data Sharing\GoPro\GOpro Data_OSLO\AUTUMN 21\016 - Evening - blue,1,1,Oslo,Autumn,evening,16,24-Nov-2021 11:37:37,29-Sep-2021 17:48:58,C3281328896650,0.00833333333333333,2.8,2.970854,2167,6.906891,3,,,,,,,,,,,,,,,
G0022925.GPR,C:\Users\Dr John Maule\Box\Norway Data Sharing\GoPro\GOpro Data_OSLO\AUTUMN 21\016 - Evening - blue,1,1,Oslo,Autumn,evening,16,24-Nov-2021 11:37:55,29-Sep-2021 17:49:28,C3281328896650,0.00833333333333333,2.8,2.970854,2178,6.906891,3,25194,285764,310958,0.714713198396374,0.892883795457267,1.70534934342942e-06,0.0397899297522241,0.674776059312349,2.60600778356635e-06,0.0491066900232637,1.11971292155793,90.3817105572125,0.0838131768980175,1,2.479097
G0022926.GPR,C:\Users\Dr John Maule\Box\Norway Data Sharing\GoPro\GOpro Data_OSLO\AUTUMN 21\016 - Evening - blue,1,1,Oslo,Autumn,evening,16,24-Nov-2021 11:36:32,29-Sep-2021 17:49:58,C3281328896650,0.00833333333333333,2.8,2.970854,2190,6.906891,3,,,,,,,,,,,,,,,
G0022927.GPR,C:\Users\Dr John Maule\Box\Norway Data Sharing\GoPro\GOpro Data_OSLO\AUTUMN 21\016 - Evening - blue,1,1,Oslo,Autumn,evening,16,24-Nov-2021 11:36:36,29-Sep-2021 17:50:28,C3281328896650,0.00833333333333333,2.8,2.970854,2188,6.906891,3,,,,,,,,,,,,,,,
G0022928.GPR,C:\Users\Dr John Maule\Box\Norway Data Sharing\GoPro\GOpro Data_OSLO\AUTUMN 21\016 - Evening - blue,1,1,Oslo,Autumn,evening,16,24-Nov-2021 11:38:10,29-Sep-2021 17:50:58,C3281328896650,0.00833333333333333,2.8,2.970854,2205,6.906891,3,,,,,,,,,,,,,,,
G0022929.GPR,C:\Users\Dr John Maule\Box\Norway Data Sharing\GoPro\GOpro Data_OSLO\AUTUMN 21\016 - Evening - blue,1,1,Oslo,Autumn,evening,16,24-Nov-2021 11:38:16,29-Sep-2021 17:51:28,C3281328896650,0.00833333333333333,2.8,2.970854,2105,6.906891,3,,,,,,,,,,,,,,,
G0022930.GPR,C:\Users\Dr John Maule\Box\Norway Data Sharing\GoPro\GOpro Data_OSLO\AUTUMN 21\016 - Evening - blue,1,1,Oslo,Autumn,evening,16,24-Nov-2021 11:36:34,29-Sep-2021 17:51:58,C3281328896650,0.00833333333333333,2.8,2.970854,1385,6.906891,3,100805,8170,108975,0.734284521039054,0.447304107746912,2.45356323648335e-06,0.0270372728125486,0.318928536410921,3.09385152039308e-06,0.145830777733396,1.39904208146908,91.5821264840378,0.0256311901757776,1,2.509736
G0022931.GPR,C:\Users\Dr John Maule\Box\Norway Data Sharing\GoPro\GOpro Data_OSLO\AUTUMN 21\016 - Evening - blue,1,1,Oslo,Autumn,evening,16,24-Nov-2021 11:36:38,29-Sep-2021 17:52:28,C3281328896650,0.00833333333333333,2.8,2.970854,1544,6.906891,3,,,,,,,,,,,,,,,
G0022932.GPR,C:\Users\Dr John Maule\Box\Norway Data Sharing\GoPro\GOpro Data_OSLO\AUTUMN 21\016 - Evening - blue,1,1,Oslo,Autumn,evening,16,24-Nov-2021 11:38:29,29-Sep-2021 17:52:58,C3281328896650,0.00833333333333333,2.8,2.970854,1704,6.906891,3,,,,,,,,,,,,,,,
